title,company,location,salary_min,salary_max,salary_midpoint,years_experience,level,skills,source,posted_date
FLUTTER DEVELOPER – ĐỊNH HƯỚNG TECH LEAD,Chương trình Học viện Công nghệ BKACAD,Hà Nội,20.0,30.0,25.0,5,Senior,Flutter,CareerViet,
Chuyên viên Kiểm định mô hình rủi ro tín dụng,NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM (VIETCOMBANK),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Kiểm toán viên cao cấp/Chuyên gia Kiểm toán Nội bộ - Kiểm toán Công nghệ Thông tin,Ngân Hàng TMCP Tiên Phong (TPBank),Hà Nội,35.0,65.0,50.0,5,Senior,,CareerViet,
IT Tester,NANOCO GROUP,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,Testing,CareerViet,
Programme Officer in Digital Transformation,Văn phòng đại diện Tổ chức Hợp tác Quốc tế Đức GIZ tại Hà Nội,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Giáo viên dạy lập trình - quận 9,Wall Street English,Hồ Chí Minh,5.0,8.0,6.5,2,Junior,,CareerViet,
Trưởng nhóm học thuật về lập trình - Bình Tân,Wall Street English,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Nhân Viên Vận Hành Phần Mềm,Tập đoàn Giáo dục Đại Trường Phát,Hồ Chí Minh,10.0,15.0,12.5,2,Junior,,CareerViet,
IT Presales Engineer,EAST SEA ENERGY ENVIRONMENT COMPANY LIMITED,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Nhân Viên Dịch Vụ Quản Trị Và Vận Hành Hệ Thống,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Hành chính nhân sự,Unknown,Hồ Chí Minh,6.0,9.0,7.5,2,Junior,,CareerViet,
MIDDLE BACKEND DEVELOPER (.NET Core / SQL),Hệ thống Phòng khám 315,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,".NET, SQL",CareerViet,
SENIOR BACKEND DEVELOPER (.NET Core / Oracle),Hệ thống Phòng khám 315,Hồ Chí Minh,25.0,45.0,35.0,4,Senior,".NET, Oracle",CareerViet,
Retail Operations Manager,CÔNG TY TNHH ĐẦU TƯ MAI TÂM ANH,Hồ Chí Minh,40.2,74.8,57.5,5,Senior,,CareerViet,
Chuyên viên cao cấp Giải pháp giám sát dịch vụ nội bộ - MVHB,Ngân hàng Thương mại Cổ phần Hàng Hải Việt Nam (MSB),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Chuyên Viên IT,CÔNG TY TNHH TẬP ĐOÀN THẨM ĐỊNH GIÁ SUNVALUE,Hồ Chí Minh,12.0,15.0,13.5,3,Middle,,CareerViet,
Chuyên viên phân tích nghiệp vụ (Business Analyst - BA) 20-30 triệu + thưởng hàng tháng,CÔNG TY CỔ PHẦN PHÁT TRIỂN CƠ ĐIỆN LẠNH HOÀNG ĐẠT,Hà Nội,20.0,30.0,25.0,3,Middle,,CareerViet,
KỸ SƯ GIẢI PHÁP (PRE-SALES),CÔNG TY CP THƯƠNG MẠI - DỊCH VỤ SAO NAM AN,Hồ Chí Minh,18.0,20.0,19.0,2,Junior,,CareerViet,
Trưởng phòng IT (mạnh về ERP và chuyển đổi số) 40-60 triệu+thưởng hàng tháng,CÔNG TY CỔ PHẦN PHÁT TRIỂN CƠ ĐIỆN LẠNH HOÀNG ĐẠT,Hà Nội,40.0,60.0,50.0,5,Senior,,CareerViet,
"Kỹ sư FPGA - Ba Đình, HN 28325",Công Ty TNHH Reeracoen Việt Nam,Hà Nội,30.0,33.0,31.5,2,Junior,,CareerViet,
Chuyên viên Quản lý danh mục CNTT,CÔNG TY TÀI CHÍNH TNHH NGÂN HÀNG TMCP SÀI GÒN - HÀ NỘI (SHBFinance),Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
IT Sales Manager,PeopleWise Vietnam,Hồ Chí Minh,35.0,65.0,50.0,5,Senior,,CareerViet,
[TT CNTT] - Chuyên viên phân tích nghiệp vụ (BA),Tổng Công Ty Chuyển Phát Nhanh Bưu Điện,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Chuyên viên Phân tích nghiệp vụ ERP,Công ty Cổ phần CANIFA,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Game Programmer,CÔNG TY TNHH RIDDLERS VN,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên viên hỗ trợ SAP cao cấp (FIN/HR),Công Ty Cổ Phần Chuỗi Thực Phẩm TH,Hà Nội,30.0,50.0,40.0,3,Middle,,CareerViet,
NHÂN VIÊN KINH DOANH VIỄN THÔNG – CNTT,CÔNG TY CỔ PHẦN GIẢI PHÁP TÍCH HỢP NIS,Hồ Chí Minh,15.0,25.0,20.0,2,Junior,,CareerViet,
Sales Executive (DX Factory & AI Solutions),CÔNG TY TNHH HỆ THỐNG THÔNG TIN ĐẠI DƯƠNG MỚI,Hồ Chí Minh,57.5,103.5,80.5,2,Junior,AI,CareerViet,
NHÂN VIÊN IT LẬP TRÌNH (LÀM VIỆC TẠI PHÚ QUỐC),NHÂN VIÊN LẬP TRÌNH (LÀM VIỆC TẠI PHÚ QUỐC),Khác,12.0,20.0,16.0,2,Junior,,CareerViet,
Senior Credit Risk Management Strategy,FE CREDIT,Hồ Chí Minh,25.0,45.0,35.0,4,Senior,,CareerViet,
Senior Business Development/ B2B Sales Manager,Công Ty Cổ Phần Công Nghệ OLLI,Hồ Chí Minh,35.0,65.0,50.0,5,Senior,,CareerViet,
Nhân viên cung ứng,CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ NETLINE,Hà Nội,10.0,15.0,12.5,2,Junior,,CareerViet,
CHUYÊN VIÊN TƯ VẤN TRIỂN KHAI HỆ THỐNG (PRE-SALES),CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ KỸ THUẬT TẦM NHÌN,Hồ Chí Minh,15.0,20.0,17.5,3,Middle,,CareerViet,
IT Business Analyst,CÔNG TY CỔ PHẦN DƯỢC PHẨM FPT LONG CHÂU,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên viên Lập trình,Công Ty Cổ Phần Địa Ốc Phú Long,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
Trưởng Nhóm Pháp Chế - Tuân Thủ (Phòng Công Nghệ Thông Tin),Công Ty Tài Chính TNHH Một Thành Viên Quốc Tế Việt Nam JACCS,Hồ Chí Minh,20.0,25.0,22.5,2,Junior,,CareerViet,
Lập Trình Viên - Fullstack Developer,Công Ty Cổ phần Tập Đoàn KIDO,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
IT Project Coordination,BETRIMEX - Công Ty Cổ Phần Xuất Nhập Khẩu Bến Tre,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
Trưởng nhóm hạ tầng,CÔNG TY CỔ PHẦN CÔNG NGHIỆP WELDCOM,Hà Nội,40.0,60.0,50.0,2,Junior,,CareerViet,
Chuyên Viên/ CV Cao Cấp Phân Tích Nghiệp Vụ (Digital BA),Công Ty CP Chứng Khoán VNDIRECT,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerViet,
Database Administrator,CÔNG TY TNHH SOCOTEC VIỆT NAM,Hà Nội,30.0,38.0,34.0,2,Junior,,CareerViet,
Chuyên viên Phân tích nghiệp vụ (BA Lead),BV DA LIỄU TW,Hà Nội,25.0,40.0,32.5,5,Senior,,CareerViet,
Nhân viên phiên dịch,CHI NHÁNH CÔNG TY CỔ PHẦN CÔNG NGHIỆP NHỰA PHÚ LÂM,Đồng Nai,12.0,18.0,15.0,2,Junior,,CareerViet,
IT Helpdesk / IT support (An toàn thông tin - IT Security),Công ty Cổ phần Vietsol,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên viên phân tích dữ liệu- Data Analyst,Công ty Cổ phần đầu tư phát triển máy Việt Nam,Hà Nội,15.0,22.0,18.5,3,Middle,Data Analysis,CareerViet,
DevOps Engineer - Khối Công nghệ thông tin (2025TD945),Ngân Hàng TMCP Quân Đội,Hà Nội,13.8,23.0,18.4,2,Junior,DevOps,CareerViet,
Nhân viên Tester- Đi Làm ngay,Công ty Cổ phần đầu tư phát triển máy Việt Nam,Hà Nội,13.0,18.0,15.5,2,Junior,Testing,CareerViet,
System Coordinator,Tập Đoàn Karofi Holding,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Chuyên viên cao cấp/Chuyên viên Tuân thủ Công nghệ thông tin,BVBank - Ngân hàng Bản Việt,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerViet,
DevSecOps Engineer - Khối Công nghệ thông tin (2025TD946),Ngân Hàng TMCP Quân Đội,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerViet,
Nhân Viên Kinh Doanh Phần Cứng,CÔNG TY CÔNG NGHỆ SỐ DIGITEX,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerViet,
CHUYÊN VIÊN IT QUẢN TRỊ HỆ THỐNG (LONG KHÁNH - ĐỒNG NAI),Công Ty CP Liên Kết Quốc Tế INTERLINK (Trường Liên Kết Quốc Tế INschool & Ngoại Ngữ Quốc Tế INS ENGLISH & CHINESE),Đồng Nai,8.0,12.0,10.0,3,Middle,,CareerViet,
NHÂN VIÊN CONTENT MAKETING,CÔNG TY CỔ PHẦN CÔNG NGHỆ BẤT ĐỘNG SẢN PROHOUZING HUẾ,Khác,5.0,7.0,6.0,2,Junior,,CareerLink,
Chuyên Viên Hình Ảnh (Quay/ Chụp/ Dựng Video),Công ty TNHH Thế Giới Kim Cương,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerLink,
NHÂN VIÊN SÁNG TẠO NỘI DUNG,CÔNG TY TNHH VÀNG BẠC ĐÁ QUÝ NGỌC THẨM,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
Nhân Viên Marketing,CÔNG TY TNHH MTV CADIVI MIỀN BẮC,Bắc Ninh,12.0,20.0,16.0,2,Junior,,CareerLink,
Trưởng Nhóm Biên Tập/Content Leader (Thủ Đức Cũ),Công Ty TNHH Yakult Việt Nam,Hồ Chí Minh,12.0,15.0,13.5,5,Senior,,CareerLink,
Tiktok Content Creator (VJ - MC),CÔNG TY TNHH THIẾT KẾ VÀ THI CÔNG NỘI THẤT GIA PHONG,Đà Nẵng,12.0,20.0,16.0,2,Junior,,CareerLink,
(SRT MIỀN TRUNG) - CV CONTENT MARKETING (SOCIAL & KEY VISUAL),CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ SRT MIỀN TRUNG,Đà Nẵng,25.0,45.0,35.0,4,Senior,,CareerLink,
NHÂN VIÊN CONTENT,CÔNG TY TNHH THIẾT KẾ VÀ THI CÔNG NỘI THẤT GIA PHONG,Đà Nẵng,7.0,15.0,11.0,2,Junior,,CareerLink,
SRT NHA TRANG - CHUYÊN VIÊN MEDIA (LCB 12-15TR + THƯỞNG HIỆU QUẢ MKT),CÔNG TY TNHH THƯƠNG MẠI VÀ ĐẦU TƯ SRT MIỀN TRUNG,Khác,25.0,45.0,35.0,4,Senior,,CareerLink,
NHÂN VIÊN VJ  (VIDEO JOCKEY) PART-TIME (TUYỂN GẤP),CÔNG TY TNHH THIẾT KẾ VÀ THI CÔNG NỘI THẤT GIA PHONG,Đà Nẵng,12.0,20.0,16.0,2,Junior,,CareerLink,
NHÂN VIÊN DIGITAL MARKETING (HÀ NỘI - ĐI LÀM NGAY),Công Ty Cổ Phần TTC,Hà Nội,10.0,12.0,11.0,2,Junior,,CareerLink,
NHÂN VIÊN BOOKING KOL/KOC,CÔNG TY OPPO VIỆT NAM,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
NHÂN VIÊN MEDIA,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ NỘI THẤT SAO LONG NGUYỄN,Đà Nẵng,12.0,20.0,16.0,2,Junior,,CareerLink,
TRƯỞNG PHÒNG MARKETING,TẬP ĐOÀN QUỐC TẾ Á CHÂU,Hồ Chí Minh,35.0,65.0,50.0,5,Senior,,CareerLink,
NHÂN VIÊN SEO,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ NỘI THẤT SAO LONG NGUYỄN,Đà Nẵng,8.0,10.4,9.2,2,Junior,,CareerLink,
Truyền Thông Thương Hiệu Thời Trang Thể Thao - up to 20M,Thời Trang Adidas - Công Ty Cổ Phần Đầu Tư Thương Mại Phượng Hoàng,Hà Nội,14.0,20.0,17.0,2,Junior,,CareerLink,
NHÂN VIÊN TRADE - MARKETING,CÔNG TY CỔ PHẦN DEWOO,Đà Nẵng,7.0,13.0,10.0,2,Junior,,CareerLink,
Trưởng nhóm  nghiên cứu phát triển đồ uống (upto 25tr),CÔNG TY CỔ PHẦN ĐẦU TƯ A&B VIỆT NAM,Hồ Chí Minh,20.0,30.0,25.0,2,Junior,,CareerLink,
Idea Creator ( Seller POD),CÔNG TY TNHH MTV HOÀNG KHANG GIANG,Đà Nẵng,7.0,9.0,8.0,2,Junior,,CareerLink,
HỌC VIỆC CONTENT TIKTOK,CÔNG TY TNHH 2S GROUP,Đà Nẵng,2.5,3.4,3.0,2,Junior,,CareerLink,
THỰC TẬP SINH CONTENT TIKTOK,CÔNG TY TNHH 2S GROUP,Đà Nẵng,0.8,1.1,1.0,0,Entry,,CareerLink,
Chuyên Viên Kiểm Soát Nội Dung - Sàn TMĐT,Chi Nhánh Công Ty TNHH Transcosmos Việt Nam - Hồ Chí Minh,Hồ Chí Minh,8.0,10.0,9.0,3,Middle,,CareerLink,
Nhân Viên Thiết Kế Hình Ảnh Và Quay Dựng Video (Video Editor),CÔNG TY TNHH THIẾT KẾ VÀ THI CÔNG NỘI THẤT GIA PHONG,Đà Nẵng,8.0,15.0,11.5,2,Junior,,CareerLink,
NHÂN VIÊN MEDIA,CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC TATI,Đà Nẵng,12.0,20.0,16.0,2,Junior,,CareerLink,
TRƯỞNG NHÓM DIGITAL MARKETING,CÔNG TY TNHH THIẾT KẾ VÀ THI CÔNG NỘI THẤT GIA PHONG,Đà Nẵng,10.0,25.0,17.5,2,Junior,,CareerLink,
NHÂN VIÊN CONTENT (TUYỂN GẤP - THU NHẬP HẤP DẪN),CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC TATI,Đà Nẵng,12.0,20.0,16.0,2,Junior,,CareerLink,
Chuyên Viên Marketing,Công ty CP Vạn Xuân Incons,Bình Dương,15.0,20.0,17.5,3,Middle,,CareerLink,
Nhân Viên Marketing Online,Công Ty TNHH Thảm Len Toàn Cầu,Hồ Chí Minh,9.0,12.0,10.5,2,Junior,,CareerLink,
Chuyên Viên Kiểm Soát Nội Dung Sàn TMĐT - Tiếng Anh,Chi Nhánh Công Ty TNHH Transcosmos Việt Nam - Hồ Chí Minh,Hồ Chí Minh,8.0,10.0,9.0,3,Middle,,CareerLink,
Nhân Viên Content Marketing- Tiếng Anh,CÔNG TY TNHH PHAN VĂN,Đà Nẵng,7.0,10.0,8.5,2,Junior,,CareerLink,
CHUYÊN VIÊN SEO WEBSITE,CÔNG TY TNHH PHAN VĂN,Đà Nẵng,7.0,10.0,8.5,3,Middle,,CareerLink,
NHÂN VIÊN MARKETING (PHAN THIẾT -  BÌNH THUẬN),CÔNG TY TNHH Ô TÔ NGỌC PHƯƠNG,Khác,12.0,20.0,16.0,2,Junior,,CareerLink,
IDEA CREATOR (SELLER POD) - US & EU,CÔNG TY TNHH MTV HOÀNG KHANG GIANG,Đà Nẵng,7.0,11.0,9.0,2,Junior,,CareerLink,
Nhân Viên Marketing,CÔNG TY CỔ PHẦN XÂY DỰNG VÀ NỘI THẤT SAO LONG NGUYỄN,Đà Nẵng,10.0,13.0,11.5,2,Junior,,CareerLink,
Trưởng phòng Truyền thông Đối ngoại và Thương hiệu,Công Ty CP Thiết Kế Và Xây Dựng Giza Việt Nam,Hà Nội,25.0,30.0,27.5,5,Senior,,CareerLink,
Brand Manager,Công Ty Cổ Phần Tập Đoàn Thành Nam,Hà Nội,20.0,25.0,22.5,5,Senior,,CareerLink,
Nhân Viên VJ Ngành Hàng Nails Và Bánh,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ UNI VIỆT NAM,Hà Nội,10.0,12.0,11.0,2,Junior,,CareerLink,
Content Creator,Công Ty Cổ Phần Tập Đoàn Thành Nam,Hà Nội,12.0,16.0,14.0,2,Junior,,CareerLink,
[HN] Nhân Viên Content Marketing (Tuyển Gấp),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẮC SƠN,Hà Nội,8.0,10.0,9.0,2,Junior,,CareerLink,
Brand Executive,Công Ty Cổ Phần Tập Đoàn Thành Nam,Hà Nội,12.0,16.0,14.0,2,Junior,,CareerLink,
Nhân Viên Content Creator Ngành Hàng Nail,CÔNG TY TNHH THƯƠNG MẠI VÀ DỊCH VỤ UNI VIỆT NAM,Hà Nội,10.0,12.0,11.0,2,Junior,,CareerLink,
Nhân Viên Admin Trực Page - Làm Giờ Hành Chính - Khu Vực Cầu Giấy - Hà Nội,Chi Nhánh Công Ty TNHH Transcosmos Việt Nam - Hồ Chí Minh,Hà Nội,8.5,10.0,9.2,2,Junior,,CareerLink,
Cán Bộ Phụ Trách Công Tác Marketing,Công ty cổ phần Liên doanh Galatex Việt Nam,Hà Nội,18.0,20.0,19.0,2,Junior,,CareerLink,
FACEBOOK ADS Executive,CÔNG TY CỔ PHẦN FRESHEEN HEALTH,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerLink,
Trưởng Phòng Marketing,Công Ty Bánh Đồng Tiến Đà Nẵng,Đà Nẵng,35.0,65.0,50.0,5,Senior,,CareerLink,
CONTENT LEADER,CÔNG TY CỔ PHẦN FRESHEEN HEALTH,Hà Nội,35.0,65.0,50.0,5,Senior,,CareerLink,
Digital Marketing,Công Ty TNHH Đầu Tư Xây Dựng Và Công Nghệ Môi Trường Dương Nhật,Hồ Chí Minh,15.0,22.0,18.5,2,Junior,,CareerLink,
CONTENT CREATOR,CÔNG TY CỔ PHẦN FRESHEEN HEALTH,Hà Nội,12.0,20.0,16.0,2,Junior,,CareerLink,
NHÂN VIÊN CONTENT MARKETING TIKTOK,Công Ty Bánh Đồng Tiến Đà Nẵng,Đà Nẵng,12.0,20.0,16.0,2,Junior,,CareerLink,
[Nha Khoa Medlatec] Nhân Viên Content Marketing,Công ty Cổ phần Nụ Cười Mới Việt Nam,Hà Nội,10.0,14.0,12.0,2,Junior,,CareerLink,
Chuyên Viên ADS Optimize (Digital Marketing),Công Ty CP Eplus Research,Hồ Chí Minh,18.0,22.0,20.0,3,Middle,,CareerLink,
Chuyên Viên Video Editor,Tập Đoàn Regal Group,Đà Nẵng,14.0,16.0,15.0,3,Middle,,CareerLink,
CHUYÊN VIÊN DIGITAL MARKETING,CÔNG TY CỔ PHẦN CÔNG NGHỆ NÔNG NGHIỆP POLARIS,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerLink,
Growth Marketing Specialist - Chuyên Viên Tăng Trưởng,"SAPO Technology., JSC",Hà Nội,12.0,18.0,15.0,3,Middle,,CareerLink,
"[ĐÀ NẴNG] Nhân Viên Thiết Kế 2D, 3D",Công Ty TNHH Việt Hương,Đà Nẵng,12.0,20.0,16.0,2,Junior,,CareerLink,
Nhân viên R&D  (đồ uống-22tr),CÔNG TY CỔ PHẦN ĐẦU TƯ A&B VIỆT NAM,Hồ Chí Minh,15.0,22.0,18.5,2,Junior,,CareerLink,
[Bắc Ninh] - Nhân viên QC (thực phẩm) - 12tr++,CÔNG TY CỔ PHẦN ĐẦU TƯ A&B VIỆT NAM,Bắc Ninh,12.0,20.0,16.0,2,Junior,,CareerLink,
Nhân Viên SEO,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hồ Chí Minh,13.0,15.0,14.0,2,Junior,,CareerLink,
MEDIA BUYER (SOCIAL MEDIA BOOKING),Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
"(MAKL) - Nhân Viên Truyền Thông Nội Bộ (TP Vinh, Nghệ An)",Công Ty Cổ Phần Tập Đoàn Minh Anh (MIAN GROUP),Khác,12.0,20.0,16.0,2,Junior,,CareerLink,
Chuyên Viên JV (Video Jockey)- MC Marketing,Công Ty CP Kinh Doanh Và Đầu Tư Đất Xanh Miền Trung,Đà Nẵng,18.0,30.0,24.0,3,Middle,,CareerLink,
[Hà Nội] Nhân Viên Tăng Trưởng Phát Triển Tính Năng Sản Phẩm Phần mềm Bán Hàng | Thu Nhập Upto 30Tr/Tháng + Đầy Đủ Đãi Ngộ,"SAPO Technology., JSC",Hà Nội,15.0,30.0,22.5,2,Junior,,CareerLink,
Content Moderation - Ca Làm Cố Định,Chi Nhánh Công Ty TNHH Transcosmos Việt Nam - Hồ Chí Minh,Hồ Chí Minh,8.0,10.0,9.0,2,Junior,,CareerLink,
NHÂN VIÊN CONTENT MARKETING,CÔNG TY CỔ PHẦN SẢN XUẤT THƯƠNG MẠI NỆM VIỆT HÀN,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
Nhân Viên Văn Phòng Seeding Trực Page - Làm Giờ Hành Chính - Khu Vực Cầu Giấy - Hà Nội,Chi Nhánh Công Ty TNHH Transcosmos Việt Nam - Hồ Chí Minh,Hà Nội,8.5,10.0,9.2,2,Junior,,CareerLink,
"[HN] Chuyên Viên Marketing Online (Content, Social Media) (Tuyển Gấp)",CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN BẮC SƠN,Hà Nội,8.0,10.0,9.0,3,Middle,,CareerLink,
Quản Lý Truyền Thông & Trải Nghiệm / Communications & Experience Manager,Công ty CP Trung tâm Hội chợ Triển lãm Việt Nam,Hà Nội,35.0,65.0,50.0,5,Senior,,CareerLink,
[TUYỂN GẤP] CHUYÊN VIÊN MEDIA,CÔNG TY TNHH VẬN CHUYỂN HÀNG QUỐC TẾ BOX EXPRESS,Hồ Chí Minh,8.0,15.0,11.5,3,Middle,,CareerLink,
Chuyên Viên Truyền Thông & Trải Nghiệm / Communications & Experience Executive,Công ty CP Trung tâm Hội chợ Triển lãm Việt Nam,Hà Nội,18.0,30.0,24.0,3,Middle,,CareerLink,
[Cầu Giấy] Nhân Viên Content Ads Marketing,Công Ty Cổ Phần Giáo Dục Và Đào Tạo IMAP Việt Nam,Hà Nội,11.0,14.0,12.5,2,Junior,,CareerLink,
Nhân Viên Social Content - HCM,Công Ty CP Eplus Research,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
[Hải Phòng] Thực tập sinh Marketing,Công Ty Cổ Phần Giáo Dục Và Đào Tạo IMAP Việt Nam,Hải Phòng,2.5,5.0,3.8,0,Entry,,CareerLink,
Chuyên Viên Marketing,CÔNG TY TNHH MTV CADIVI MIỀN BẮC,Bắc Ninh,18.0,30.0,24.0,3,Middle,,CareerLink,
[Vinh] Thực tập sinh Marketing,Công Ty Cổ Phần Giáo Dục Và Đào Tạo IMAP Việt Nam,Khác,2.5,5.0,3.8,0,Entry,,CareerLink,
Chuyên Viên Sáng Tạo Nội Dung Tiktok,Thời Trang Adidas - Công Ty Cổ Phần Đầu Tư Thương Mại Phượng Hoàng,Hà Nội,10.0,15.0,12.5,3,Middle,,CareerLink,
NHÂN VIÊN QUẢN LÝ MARKETING,CÔNG TY CỔ PHẦN LONG HẢI QUẢNG NINH,Khác,12.0,20.0,16.0,2,Junior,,CareerLink,
Content Creator Tiktok,Thời Trang Adidas - Công Ty Cổ Phần Đầu Tư Thương Mại Phượng Hoàng,Hà Nội,12.0,15.0,13.5,2,Junior,,CareerLink,
CONTENT CREATOR,Công Ty Cổ Phần Catalan,Hà Nội,10.0,15.0,12.5,2,Junior,,CareerLink,
MARKETING PLANNER,Công Ty Cổ Phần Catalan,Hà Nội,10.0,20.0,15.0,2,Junior,,CareerLink,
Nhân Viên PR,Công Ty CP Eplus Research,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
Nhân Viên Chạy Ads - Performance MKT (Đi Làm Ngay),Công Ty Cổ Phần TTC,Hà Nội,10.0,12.0,11.0,2,Junior,,CareerLink,
[Nha Khoa Medlatec] Trưởng nhóm Brand Marketing,Công ty Cổ phần Nụ Cười Mới Việt Nam,Hà Nội,18.0,25.0,21.5,2,Junior,,CareerLink,
NHÂN VIÊN QUAY DỰNG (VIDEO EDITOR),CÔNG TY TNHH CÔNG NGHỆ THƯƠNG MẠI ĐIỆN TỬ VOVO,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
Nhân Viên Marketing,Anh Quân Bakery,Đà Nẵng,12.0,20.0,16.0,2,Junior,,CareerLink,
NHÂN VIÊN VẬN HÀNH LIVESTREAM,CÔNG TY TNHH CÔNG NGHỆ THƯƠNG MẠI ĐIỆN TỬ VOVO,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
NHÂN VIÊN TỔ CHỨC SỰ KIỆN (Event Planner & Coordinator),CÔNG TY TNHH CÔNG NGHỆ THƯƠNG MẠI ĐIỆN TỬ VOVO,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
CHUYÊN VIÊN CONTENT MARKETING,CÔNG TY TNHH CÔNG NGHỆ THƯƠNG MẠI ĐIỆN TỬ VOVO,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerLink,
CHUYÊN VIÊN QUẢNG CÁO,CÔNG TY TNHH CÔNG NGHỆ THƯƠNG MẠI ĐIỆN TỬ VOVO,Hồ Chí Minh,18.0,30.0,24.0,3,Middle,,CareerLink,
CONTENT CREATOR (PERSONAL BRANDING),CÔNG TY TNHH XUẤT NHẬP KHẨU VÀ THƯƠNG  MẠI THH,Hà Nội,12.0,15.0,13.5,2,Junior,,CareerLink,
Hà Tĩnh - Chuyên Viên Hỗ Trợ Kinh Doanh,TỔNG CÔNG TY BẢO VIỆT NHÂN THỌ,Khác,10.0,13.0,11.5,3,Middle,,CareerLink,
NHÂN VIÊN MARKETING,Công ty TNHH Thực Phẩm Sáng Ngọc,Đà Nẵng,12.0,20.0,16.0,2,Junior,,CareerLink,
Trưởng Phòng Marketing _B2B - Mạnh về Digital [Lương 25 đến 30 triệu],CÔNG TY TNHH IN NHÃN BAO BÌ SÀI GÒN LABEL,Hồ Chí Minh,25.0,30.0,27.5,5,Senior,,CareerLink,
[Quận 12] NV Kiểm Duyệt Nội Dung - Nền Tảng Xã Hội - Tiếng Anh,VIETNAM CONCENTRIX SERVICES COMPANY LIMITED,Hồ Chí Minh,10.0,12.0,11.0,2,Junior,,CareerLink,
[HCM] VIDEO EDITOR,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hồ Chí Minh,10.0,13.0,11.5,2,Junior,,CareerLink,
[HÀ NỘI] VIDEO EDITOR,Công Ty Cổ Phần Bán Lẻ Kỹ Thuật Số FPT,Hà Nội,10.0,13.0,11.5,2,Junior,,CareerLink,
NHÂN VIÊN TRUYỀN THÔNG - TIẾP THỊ,CÔNG TY TNHH BỆNH VIỆN ĐA KHOA TÂM TRÍ SÀI GÒN,Hồ Chí Minh,12.0,20.0,16.0,2,Junior,,CareerLink,
